client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc	common_voice_mr_27554876.mp3	00187adcf10a20141e105647dd09c74ed2bdf4d18992e29040b74eb68db16aeb	लिहिताना लुकलुकणारा निर्देशक कर्सर लिहायच्या खिडकीत घेऊन जा.		1	2	thirties	male_masculine			mr	
d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc	common_voice_mr_27554890.mp3	07407f85e22919e743b1eee481763a21bd6ecab06e2ac1cd4f8527c866ff094c	या टप्प्यामध्ये यानाचा अपनाभी बिंदू ७४, ७१५ कि. मी.		0	2	thirties	male_masculine			mr	
d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc	common_voice_mr_27554893.mp3	0a7f3f4ce2710a7cfe242aafebb53ed1ef40dd48a3e5bb1a2cc4f205615f2c75	४. शरद पवार शिवसेनेची ताकद ओळखण्यात अपयशी ठरले.		0	2	thirties	male_masculine			mr	
d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc	common_voice_mr_27554894.mp3	0b8f804aa24c8c3f8946a0216ad7995bb94dd313df06da6d5ecb6388a87e3000	इ. स. ची वर्षे इ. स. च्या २००० च्या दशकातील वर्षे.		0	2	thirties	male_masculine			mr	
d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc	common_voice_mr_27554897.mp3	055140ef69270089cf906978d86d016ab0bc8a8745c80e6e12ad8039bf9d51bb	मिझोरम राज्याची स्थापना १९८७ साली आसाम राज्याला विभागून केली गेली.		0	2	thirties	male_masculine			mr	
d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc	common_voice_mr_27554899.mp3	0b6724ab8d4445578a3fac3f670c0021cd4202932c833825696b7151e37990da	तर एक खगोलशास्त्रीय एकक अंतर ८ दिवसांमध्ये पार करतो.		0	2	thirties	male_masculine			mr	
d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc	common_voice_mr_27554905.mp3	0d7e2f9b9993a55ac1fbc22a6fd360bb8232ad61004b5d393068f988bd633ccf	३० जून १९६६ माईक टायसन, अमेरिकन मुष्टियोद्धा यांचा जन्म झाला.		0	2	thirties	male_masculine			mr	
d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc	common_voice_mr_27554908.mp3	1045b04cfef6b701eac7d7f2d9538eff51fcaeedf9e2e0a10c13030c3d626ad8	२०११ च्या जणगणनेुसार आंध्र प्रदेशाची लोकसंख्या ४९,३८६,७९९ एवढी आहे.		0	2	thirties	male_masculine			mr	
d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc	common_voice_mr_27554909.mp3	09ef5354506d0c8304ff1a19643619ba5631dc461092216d818c48ed9b8d43d2	इ. स. १७९२ मार्च ७ जॉन हर्षल, इंग्लिश गणितज्ञ व अंतराळतज्ञ यांचा जन्म झाला.		0	2	thirties	male_masculine			mr	
d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc	common_voice_mr_27554911.mp3	09faea4eb92392af38d3dc3fc382781b63d1c00db50afa52d16f3c672d80ce52	इ स पूर्वी चवथ्या शतकाच्या आसपास स्थापन झालेल्या नेबॅतियन राज्याचे अवशेष येथे पाहायला मिळतात.		0	2	thirties	male_masculine			mr	
