client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
4a8280a00cf67e46e89d08fa749bd29b97453d2825ff127f5d9d4f06bc4c29fe618c4e79b3650e477779d2bbb625ad1e0d8ece410b673389f97dd597852f939e	common_voice_mr_30721820.mp3	f630552650bdaba038d47589396a16543e52b3922ad4184a765485af6ca26861	महाविद्यालयांचे प्रकार अभियांत्रिकी महाविद्यालय, कला महाविद्यालय, वाणिज्य महाविद्यालय, विज्ञान महाविद्यालय, शेतकी महाविद्यालय.		1	1	teens	female_feminine			mr	
415929d76cce0fe552e4216c992e302d47566264971d33ccfeb23ce3bfdfdb78edb1372728cf8fbd22f86dfac1f205cbb70bbba875fd89008706e689b5a0c934	common_voice_mr_30733403.mp3	51073a25b06d37afa544388cb8479f4922f217a89994b513b1db19131cba6daf	वनवासातही त्यांनी लोकसेवेचे व्रत सोडले नाही.		1	1	teens	female_feminine			mr	
77bdcc02b2e3430a244ac91206a0bff0cea4e15dbd86d10896b0e338ec5a8301b344bf16b46cfa5f10ac410a99db95516ab6939b63c54f16e06a48ab7cf9dd5e	common_voice_mr_30733796.mp3	5cfb8e80f8fdc62489e5a349b0cb7eb6f892d0cac3662b350cd5b031a53c83ff	त्यातील कवी नारायणाचे प्रथम अवतार असलेले श्री मत्स्येंद्रनाथ जी होय.		1	1	twenties	female_feminine			mr	
415929d76cce0fe552e4216c992e302d47566264971d33ccfeb23ce3bfdfdb78edb1372728cf8fbd22f86dfac1f205cbb70bbba875fd89008706e689b5a0c934	common_voice_mr_30745328.mp3	6b6a5b1ef72f1e8c85868034b5b9fcf0837ab97f811dba7b6e15ba229a819c79	योगेश्वर श्रीकृष्ण डॉ. सुमती क्षेत्रमाडे		1	1	teens	female_feminine			mr	
92e59506f277e205aba573f66e9effe2461f30624d07eb29826bacf39e3b8fbdfdf65a21aaf0db14800ea929aaa83c491ee9552b764df937d3127699996d3124	common_voice_mr_30767403.mp3	697630e25a8bbe9a8c6ca5233389eb60331af46aca16618cc94813b3dfed928e	खेरीज मोतीचुराचे अर्थात बारीक बुंदीचे लाडू हेदेखील याच गटात मोडतात.		1	1	twenties	female_feminine			mr	
e7116915aae04d9c2792a93d550553650672a6cc97affd7f0c9dc0bd3bb910ef53f86cc573b741aa94b1ae4cc05684c4212cdbf3f3acc58adc8653848b1c6c41	common_voice_mr_30769081.mp3	86c8a17b5c7bd00bf175464a57e353c3a59daa390f68eefbed0162c96e910328	जयपूर शहराला येथील इमारतींच्या रंगांमुळे गुलाबी शहर असे म्हणतात.		1	1	teens	female_feminine			mr	
014f925e23500106c754247398657289727684a2a1642e9ec9a75a5b9a8b8bcf535ebfd8a8211857d6fe2f0089a35906dfbffaa85011d062a22a78e267315bb3	common_voice_mr_30786192.mp3	8383c42454b42447b2cc93e221e26f5279c4ae8d2e02d221a662a4130ffb098a	एपिक इंडिया चिं. वि. वैद्य		1	1	teens	female_feminine			mr	
77bdcc02b2e3430a244ac91206a0bff0cea4e15dbd86d10896b0e338ec5a8301b344bf16b46cfa5f10ac410a99db95516ab6939b63c54f16e06a48ab7cf9dd5e	common_voice_mr_30796024.mp3	6acf03f4f7ad6acb9cbeed663e88e61a6006d41247e9275409c526fc37bef3b6	तरीही महाराष्ट्राच्या एकीकरणासाठी मदत करणे हे त्यांनी आपले कर्तव्यच मानले.		1	0	twenties	female_feminine			mr	
e7116915aae04d9c2792a93d550553650672a6cc97affd7f0c9dc0bd3bb910ef53f86cc573b741aa94b1ae4cc05684c4212cdbf3f3acc58adc8653848b1c6c41	common_voice_mr_30810257.mp3	99568f8d715fff341ed2cd0a76b9514490a5a1f9fe3683a1763576ff1119d40e	निसर्गाची काळजी घेत आहे.		1	1	teens	female_feminine			mr	
8e1ee1ad7b7966387d2989982a1944b715779da133b58d8a3022d8ae5c2cdf97430509f72f813891debd17d1610028e91c2a3ee29d114b072e721846d37666bb	common_voice_mr_30822845.mp3	a0c4b290fbc7a599d49d7d73528e34c84d4b1e4252f465f93a39d007f4d8ff3e	येथे जवळच भीमाशंकर नावाचे प्रसिद्ध ज्योतिर्लिग आहे.		1	1	teens	female_feminine			mr	
